Session,Book,Index,Item,Attribution,Mei,Attachment,
53,1,88,Katana,Yoshimitsu,Mumei [義光],,
53,1,89,Katana,Motomitsu,Mumei [基光],,
53,1,90,Tachi,Masamitsu (1377),備州長船政光 / 永和三年□月,,
53,1,91,Tachi,Masamitsu (1394),備州長船政光 / 明徳五年三月日,,
53,1,92,Katana,Masamitsu,Mumei [政光],,
53,1,93,Tachi,Suketsugu (1382) (Bizen),助次 / 永徳二年 [備前] – 宝 永七年本阿弥光忠折紙) (Attachment – Tachi Koshirae – 金梨子地龍胆車紋金蒔絵鞘衛府太刀拵),Hon’ami Origami (1710,
53,1,94,Tachi,Hidemitsu,備州長船秀光,,
53,1,95,Tachi,Bizen Yukimitsu (1389),備州長船幸光 / 康応元年十月日 – 享保二十年本阿弥光勇折紙) (Attachment – Tachi Koshirae – 金梨子地桐紋散金蒔絵鞘糸巻太刀 拵),Hon’ami Origami (1735,
53,1,96,Tachi,Bizen Motoyuki (1390),備州長船元行 / 明徳元年十月日,,
53,1,97,Tachi,Motoshige,備州長船住元重,,
53,1,98,Katana,Motoshige,Mumei [元重],,
53,1,99,Katana,Motoshige,Mumei [元重],,
53,1,100,Katana,Chōgi,Mumei [長義],,
53,1,101,Tantō,Chōgi,Mumei [長義],,
53,1,102,Katana,Kanenaga,Mumei [兼長],,
53,1,103,Katana,Kanenaga,Mumei [兼長],,
53,1,104,Katana,Kanenaga,Mumei [兼長],,
53,1,105,Naoshi,Kanenaga,Mumei [兼長],,
53,1,106,Wakizashi,Nagamori,Mumei [長船長守],,
53,1,107,Katana,Yoshikage,Mumei [義景],,
53,1,108,Katana,Ōmiya,Mumei [大宮],,
53,1,109,Naginata,Norimitsu (1529),備前国住長船法光作 / 享禄二年八月吉日,,
53,1,110,Katana,Yosōzaemon Sukesada (1537),備前国住長船与三左衛門尉祐定作 / 天文六年八月吉日,,
53,1,111,Ōdachi,Ko–Aoe,Mumei [古青江] [Kiritsuke 定],,
53,1,112,Katana,Ko–Aoe,Mumei [古青江],,
53,1,113,Katana,Noritsune (Bitchū Senoo),Orikaeshi 則常 [備中妹尾],,
53,1,114,Tachi,Naotsugu (1332),備中州住左兵衛尉直次作 / 元徳二二年 (Cut off),,
53,1,115,Katana,Aoe,Mumei [青江],,
53,1,116,Katana,Aoe,Mumei [青江],,
53,1,117,Naoshi,Aoe,Mumei [青江],,
53,1,118,Katana,Aoe,Mumei [青江],,
53,1,119,Katana,Aoe,Mumei [青江],,
53,1,120,Naoshi,Sadatsugu (Nanbokuchō),備中国住人貞次□ (時代南北朝),,
53,1,121,Katana,Ko–Mihara,Mumei [古三原],,
53,1,122,Katana,Ko–Mihara,Mumei [古三原],,
53,1,123,Katana,Ko–Mihara,Mumei [古三原],,
53,1,124,Katana,Ko–Mihara,Mumei [古三原],,
53,1,125,Kodachi,Mihara Masahiro (Late Nanbokuchō,Ōei) – 備州住正広 (時代南北朝末期乃至応永),,
53,1,126,Kodachi,Ōhara Sanemori,Mumei [大原真守],,
53,1,127,Katana,Ko–Hōki Sadatsuna,Mumei [古伯耆貞綱],,
53,1,128,Katana,Ko–Hōki,Mumei [古伯耆],,
53,1,129,Naoshi,Jitsu’a,Mumei [実阿],,
53,1,130,Katana,Sa Kunihiro,Mumei [左国弘],,
53,1,131,Tantō,Sa Kunihiro,国弘作 [左国弘],,
53,1,132,Tantō,Sa Kunihiro,Mumei [左国弘],,
53,1,133,Katana,den Sa Hiroyuki,Mumei [伝左弘行],,
53,1,134,Katana,Bungo Tomoyuki,Mumei [豊後友行],,
53,1,135,Tantō,Enju Kuniyoshi,Mumei [延寿国吉] – 寛永拾参年本阿 弥光温折紙) (Attachment – Old Saya – 古鞘),Hon’ami Origami (1636,
53,1,136,Wakizashi,Horikawa Kunihiro,国広,,
53,1,137,Tantō,Horikawa Kunihiro,国広,,
53,1,138,Wakizashi,Kunitomo,越後守藤原国儔,,
53,1,139,Wakizashi,Iga no Kami Kinmichi,伊賀守金道,,
53,1,140,Wakizashi,Oya Kunisada,和泉守藤原国貞,,
53,1,141,Wakizashi,Kawachi no Kami Kunisuke,河内守藤原国助,,
53,1,142,Katana,Inoue Shinkai (1674),井上真改 / (菊紋) 延宝二年二月日,,
53,1,143,Katana,Tsuda Sukehiro,越前守助広 / 以地鉄作之,,
53,1,144,Katana,Terukane,坂倉言之進照包,,
53,1,145,Katana,Echizen Kanenori (1600),越前国住兼法 / 慶長五年三月日,,
53,1,146,Katana,Kotetsu (1671),長曽祢興里真鍛作 /寛文十一年八月日,,
53,1,147,Daishō,Tegarayama Masashige (1795),Dai – 手柄山正繁 / 寛政七乙卯年十一月日 / 渡辺崎右衛門 美政依好錬之 Sho – 手柄山正繁 / 寛政七乙卯年十一月日 / 渡辺崎右衛門美政依好錬之,,
53,1,148,Katana,Minamoto Masayuki (1840),正行 / 天保十一年八月日,,
53,1,149,Katana,Kiyomaro,源清麿 / 中嶋兼足佩刀,,
53,1,150,Wakizashi,Teruhiro,播磨守輝広,,
53,1,151,Katana,Hizen Tadayoshi,肥前国住人忠吉作,,
53,1,152,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
53,1,153,Katana,Hizen Tadahiro & Hizen Tadayoshi,肥前国住近江大掾藤原忠広 / 同国住人陸奥守忠吉,,
53,1,154,Katana,Hizen Tadayoshi (Mutsu),肥前国住陸奥守忠吉,,
53,1,155,Katana,Hizen Tadakuni (1658),肥前国住佐賀郡住播磨大掾藤原忠国作之 / 両胴截断 / 万治元年 戊戌八月吉日,,
53,1,156,Menuki (二疋獏図目貫),Ezo (Nanbokuchō),Mumei [蝦夷] (時代南北朝),,
53,1,157,Menuki (獏図目貫),Ezo (Nanbokuchō),Mumei [蝦夷] (時代南北朝),,
53,1,158,Kogai (竹に虎図笄),Ko–Kinko,Mumei [古金工],,
53,1,159,Menuki (桔梗唐草図目貫),Ko–Mino,Mumei [古美濃],,
53,1,160,Futatokoromono (藻貝図二所物),Ko–Mino,Mumei [古美濃],,
53,1,161,Mitokoromono (獅子図三所物),Kozuka & Kogai,Gotō Yūjō & Gotō Enjō – 紋祐乗 光孝 (花押) Menuki – Gotō Yūjō – Mumei [祐乗] – 天明元年代七百貫光孝折紙),Gotō Origami (1781,
53,1,162,Menuki (雲龍図目貫),Gotō Yūjō,Mumei [祐乗] – 安永四年代 参百五拾貫光孝折紙),Gotō Origami (1775,
53,1,163,Kozuka (倶利迦羅龍図小柄),Gotō Yūjō,Mumei [祐乗],,
53,1,164,Kozuka (獏 獅子 虎図小柄),Gotō Yūjō & Gotō Sōjō & Gotō Jōshin & Gotō Tsujō,紋祐乗 紋宗乗 紋 乗真 光寿 (花押),,
53,1,165,Mitokoromono (金這龍図三所物),Kozuka & Kogai,Gotō Sōjō & Gotō Enjō – 紋宗乗 光孝 (花押) Menuki – Gotō Sōjō – Mumei [宗乗] – 天明貳年代貳百五拾貫光孝折 紙),Gotō Origami (1782,
53,1,166,Mitokoromono (獅子図三所物),Kozuka & Kogai,Gotō Sōjō & Gotō Enjō – 紋宗乗 光孝 (花押) Menuki – Gotō Sōjō – Mumei [宗乗] – 安永五年代貳百貫光孝折紙),Gotō Origami (1776,
53,1,167,Mitokoromono (桐紋図三所物),Gotō Sōjō,Mumei [宗乗],Tokugawa Paper – 大徳川 家台紙,
53,1,168,Menuki (雲龍図目貫),Gotō Sōjō,Mumei [宗乗] – 安永四年代 金貳枚五両光孝折紙),Gotō Origami (1775,
53,1,169,Menuki (福神相撲図目貫),Gotō Sōjō,Mumei [宗乗] – 慶安五 年代金四枚貳両光侶折紙),Gotō Origami (1652,
53,1,170,Futatokoromono (馬具図二所物),Gotō Jōshin & Gotō Teijō,紋乗真作 光昌 (花押) Menuki – Gotō Jōshin – Mumei [乗真],,
53,1,171,Kogai (独楽尽図笄),Gotō Jōshin,Mumei [乗真],,
53,1,172,Mitokoromono (牛図三所物),Kozuka & Kogai,Gotō Kōjō & Gotō Enjō – 紋光乗 光孝 (花押) Menuki – Gotō Kōjō – Mumei [光乗] – 安永五年代貳百貫光孝折紙),Gotō Origami (1776,
53,1,173,Menuki (親子獅子図目貫),Gotō Eijō,Mumei [栄乗] – 宝暦十年 代百貫光孝折紙),Gotō Origami (1760,
53,1,174,Kozuka (布袋図小柄),Gotō Kenjō & Gotō Teijō,顕乗作 程乗 (花押),,
53,1,175,Mitokoromono (四霊図三所物),Kozuka & Kogai,Gotō Sokujō & Gotō Enjō – 紋即乗 光孝 (花押) Menuki – Gotō Sokujō – Mumei [即乗],,
53,1,176,Menuki (七疋獅子図目貫),Gotō Teijō,Mumei [程乗] – 明和九 年代貳百貫光孝折紙),Gotō Origami (1772,
53,1,177,Mitokoromono (流水に亀図三所物),Kozuka & Kogai,Gotō Tsujō & Gotō Shinjō – 紋光寿 光美(花 押) Menuki – Gotō Tsujō – Mumei [光寿],,
53,1,178,Mitokoromono (牛車図三所物),Kozuka & Kogai,Gotō Enjō – 後藤光孝 (花押) Menuki – Gotō Enjō – Mumei [光孝],,
53,1,179,Kanagu (装身小物能道具図揃金具),Kozuka & Kogai & Fuchi & Kashira,Gotō Hōjō – 後藤光晃 (花 押) Menuki – Gotō Hōjō – (割際端銘) 光 晃,,
53,1,180,Tsuba (十字輪透鐔),Kanayama,Mumei [金山],,
53,1,181,Tsuba (花透鐔),Yamakichibei,山吉兵,,
53,1,182,Tsuba (梅に朝顔隆車蟷螂図鐔),Nobuie,信家,,
53,1,183,Tsuba (猿猴捉月図鐔),Kaneie,山城国伏見住金家,,
53,1,184,2x Tsuka (江雪左文字打刀拵替柄二本),,,Book – 由緒書,
53,1,185,Tsuba (花文七宝象嵌鐔),Hirata Narikazu (Nidai),Mumei [平田二代就一],,
53,1,186,Tsuba (花に宝文七宝鐔),Hirata,Mumei [平田],,
53,1,187,Tsuba (松透金縄目象嵌鐔),Matashichi,林又七,,
53,1,188,Tsuba (枯折竹透鐔),Matashichi,Mumei [又七],,
53,1,189,Tsuba (梅樹透鐔),Hayashi Shigemitsu,Mumei [林重光],,
53,1,190,Tsuba (枝菊図透鐔),Kanshirō,Mumei [勘四郎],,
53,1,191,Tsuba (角九曜透渦巻文鐔),Rakuju,楽寿 / 主荻昌国,,
53,1,192,Tsuba (貝尽図鐔),Sōten,藻柄子喜多河入道宗典製 (花押) / 江州彦根中薮住,,
53,1,193,Tsuba (恵比寿天留守模様図鐔),Masanori,正則 (花押),,
53,1,194,Menuki (鴛鴦図目貫),Hisanori,(割際端銘) 久則 (花押),,
53,1,195,Kozuka (瀑布に猛虎図小柄),Toshinaga,(側銘) 利寿 (花押),,
53,1,196,Tsuba (雨中雁苫舟図鐔),Yasuchika,安親,,
53,1,197,Kozuka (逹磨図小柄),Yasuchika,安親,,
53,1,198,Fuchi & Kashira (鯉魚に蟹図縁頭),Yasuchika,安親,,
53,1,199,Menuki (韋駄天疾駆鬼図目貫),Masayuki,(割際端銘) 政 隨,,
53,1,200,Kanagu (花鳥図揃金具),Kozuka & Kogai & Fuchi & Kashira,Ishiguro Masayoshi – 石黒政美 (花押) Menuki – Ishiguro Masayoshi – (割金短冊銘) 石黒 政美 (花押),,
53,1,201,Daishō Tsuba (波濤に岩上鷹千鳥図大小鐔),Ishiguro Masayoshi,寿岳斎石黒政美 (花押),,
53,1,202,Futatokoromono (猛禽図二所物),Kozuka,Ōmori Teruhide – 大森英秀 (花押) Menuki – Ōmori Teruhide – (金短冊銘) 英秀,,
53,1,203,Tsuba (大日如来図鐔),Konkan,岩本昆寛 (花押),,
53,1,204,Fuchi & Kashira (群亀図縁頭),Haruaki Hōgen (1835),天保乙未閏七月鐫干丹邱 / 春明法眼 (花押),,
53,1,205,Kozuka (梅月図小柄),Haruaki Hōgen (1843),天保癸卯如月 / 春明法眼刊 (金印),,
53,1,206,Menuki (漁夫に大原女図目貫),Toshiyoshi,(割際端銘) 寿 良,,
53,1,207,Menuki (親子鶏図目貫),Nagatsune,(割際端銘) 長常 (花押) 長常,,
53,1,208,Tsuba (西行江囗国鐔),Mitsuoki,大龍斎月光興鐫之,,
53,1,209,Kozuka (鞍馬山図小柄),Hideoki,皇京川秀興,,
53,1,210,Tsuba (猛虎図鐔),Sasayama Tokuoki,一行斎篤興製,,
53,1,211,Kanagu (十二支図揃金具),Kozuka,Yurakusai Sekibun – 遊洛斎赤文 Fuchi & Kashira & Wari–kogai – Yurakusai Sekibun – 八十二翁遊洛斎赤文 Tsuba – Yurakusai Sekibun – 遊洛斎 (花押) 赤文 / 田中忠雅八十 三翁 Menuki – Yurakusai Sekibun – (割際端銘) 赤 文 Kaerizuno – Yurakusai Sekibun – 文,,
53,1,212,Tsuba (富士越の龍図鐔),Sadakuni (1866),慶応丙寅陽復 / 貞幹 (印),,
53,1,213,Daishō Tsuba (富岳寿星 幽渓月図大小鐔),Araki Tomei,一斎東明 (花押),,
53,1,214,Daishō Fuchi & Kashira (四季小禽図大小縁頭),Imai Nagatake,今井氷武 (花押),,
53,1,215,Kanagu (勧進帳図揃金具),Tsuba,Natsuo – 左京人夏雄 Fuchi & Kashira – Natsuo – 夏雄作 Kozuka – Natsuo (1858) – 戊午皐月作夏雄 Menuki – Natsuo – (割際端銘) 夏 雄,,
53,1,216,Tsuba (柳樹白鷺図鐔),Natsuo (1860),庚申季秋 夏雄,,
53,1,217,Tsuba (牡丹に蝶図鐔),,Natsuo 夏雄 (金印),,
53,1,218,Menuki (束ね菊図目貫),,Natsuo (割際端銘) 夏 雄,Box – 共箱,
53,1,219,Tachi Koshirae,,革包革糸巻太刀拵,,
53,1,220,Tachi Koshirae,,藤巴 石持紋散鞘毛抜形太刀拵,Tachi Box – 金梨子地松竹藤に藤巴 立葵紋金蒔絵太刀箱,
53,1,221,Tachi Koshirae,,金梨子地菊桐紋散金蒔絵鞘糸巻太刀拵,,
53,1,222,Tachi Koshirae,,金梨子地葵紋散金銀蒔絵鞘糸巻太刀拵,,
53,1,223,Tachi Koshirae,朱漆塗鞘糸巻太刀拵 Tsuba,Tanaka (1695) – 元禄八年亥六月八日 / 江戸住田中治 介 / 惣金具拵,,
53,1,224,Tachi Koshirae,,九曜 竪三つ石紋散鞘糸巻太刀拵,,
53,1,225,Tachi Koshirae,,金梨子地梶葉紋散金蒔絵鞘糸巻太刀拵,,
53,1,226,Tachi Koshirae,黒石地塗鞘溝囗菱紋総金具糸巻太刀拵 Fuchi,Munehide – 惣金具 長沢定次 / 都川 斎原田宗英 (花押) Menuki – Munehide – (割際端銘) 原田 宗英,,
53,1,227,Tachi Koshirae,朱漆変り塗鞘革巻太刀拵 Fuchi,Hashimoto Isshi – 橋本一至 (花押),,
53,1,228,Daishō Koshirae,鉄刀木鞘秋草尽金具大小拵 (高橋良次一作金具) Yoshitsugu Issaku,Dai Tsuba – Yoshitsugu – 高良次造之 Dai Fuchi – Yoshitsugu – 高橋良次造 Sho Fuchi – Yoshitsugu – 良次造,,
53,1,229,Chiisagatana Koshirae,黒漆竪篠刻鞘小さ刀拵 (菊川南甫一作金具) Kikugawa Nanpo Issaku,Tsuba – Kikugawa Nanpo – 菊川久英入道南甫 Kozuka & Kogai – Kikugawa Nanpo – 菊川久英入道南甫 (印) Menuki – Kikugawa Nanpo – (割際端銘) 菊川 久英,Wakizashi – Morimitsu – 盛光,
53,1,230,Uchigatana Koshirae,,鶴足研出葵紋散御召鐺鞘打刀拵,,
53,1,231,Uchigatana Koshirae,黒漆蛭刻腰桜花金蒔絵鞘打刀拵 Tsuba & Fuchi,Hidetoshi – 青龍斎秀寿 (花 押) Menuki – Ishiguro Masaaki – (割際端銘) 石黒 政明,,
53,1,232,Uchigatana Koshirae,黒漆変り菱文蒔貝塗鞘庄内打刀拵 Fuchi,Shonai – 庄内住蒔雄,,
53,1,233,Uchigatana Koshirae,黒漆千段刻鞘打刀拵 Fuchi & Kozuka & Kogai,Takanori –守邨孝則 (花押),,
53,1,234,Uchigatana Koshirae,蓬莱山図金蒔絵鞘七福神図金具打刀拵 Tsuba,Yoshiaki – 応好海野美秋 (花 押) Kozuka – Yoshiharu – 装七福之一海野美春 (花押) Fuchi – Yoshiharu – 以宗珉図美春 (花押),,
54,1,1,Katana,Awataguchi Kuniyoshi,Mumei [粟田口国吉],,
54,1,2,Katana,Rai Kuniyuki,Mumei [来国行],,
54,1,3,Katana,Rai Kuniyuki,Mumei [来国行],,
54,1,4,Katana,Rai Kunitoshi,Mumei [来国俊],,
54,1,5,Tantō,Rai Kunitoshi,来国俊,,
54,1,6,Katana,Rai Kunimitsu,Mumei [来国光],,
54,1,7,Katana,den Rai Kunimitsu,Mumei [伝来国光],,
54,1,8,Katana,Rai Kunitsugu,Mumei [来国次],,
54,1,9,Tantō,Rai Kunitsugu,来国次 – 宝永五年本阿弥光忠折紙),Hon’ami Origami (1708,
54,1,10,Tantō,Hasebe Kuninobu,長谷部国信,,
54,1,11,Katana,Hasebe,Mumei [長谷部],,
54,1,12,Katana,Hasebe,Mumei [長谷部],,
54,1,13,Wakizashi,Nobukuni (Shodai),Mumei [信国] (初代) – 寛文参 年本阿弥光温折紙),Hon’ami Origami (1663,
54,1,14,Wakizashi,Nobukuni (Shodai),Mumei [信国] (初代) [Shusho 源正克所持],,
54,1,15,Katana,Senju’in,Mumei [千手院],,
54,1,16,Katana,Senju’in,Mumei [千手院],,
54,1,17,Katana,Senju’in,Mumei [千手院],,
54,1,18,Katana,Senju’in,Mumei [千手院],,
54,1,19,Katana,Taima,Mumei [当麻],,
54,1,20,Katana,Taima,Mumei [当麻],,
54,1,21,Katana,Taima,Mumei [当麻],,
54,1,22,Katana,Kanenaga,Mumei [包永],,
54,1,23,Wakizashi,Kanekiyo,包清,,
54,1,24,Katana,Shikkake,Mumei [尻懸],,
54,1,25,Naoshi,Shikkake,Mumei [尻懸],,
54,1,26,Tantō,Takagi Sadamune,Mumei [高木貞宗],,
54,1,27,Katana,Kanemoto,兼基,,
54,1,28,Tantō,Norishige,Mumei [則重],,
54,1,29,Tachi,Nakahara Kunimune (1306),嘉元二二年五月日 中原国宗,,
54,1,30,Tachi,Chikayoshi (Ko–Bizen),近吉 [古備前],,
54,1,31,Katana,Ko–Bizen,Mumei [古備前],,
54,1,32,Tachi,Hisamune (Ko–Ichimonji),久宗 [古一文字],,
54,1,33,Katana,Ko–Ichimonji,Mumei [古一文字],,
54,1,34,Katana,Yoshifusa,[Kinzōgan 吉房 / 本阿 (花押) (光忠)],,
54,1,35,Katana,Ichimonji,Mumei [一文字],,
54,1,36,Katana,Yoshioka Ichimonji,Mumei [吉岡一文字],,
54,1,37,Katana,Yoshioka Ichimonji,Mumei [吉岡一文字],,
54,1,38,Tachi,Nagamitsu (1301),備前国長船住長光 / 正安三年十二月日,Old Saya – 古鞘,
54,1,39,Tachi,Kagemitsu,景光,,
54,1,40,Tachi,Chikakage,備州長船住近景,,
54,1,41,Katana,Moriie,Mumei [畠田守家],,
54,1,42,Katana,den Hatakeda Mitsumori,Mumei [伝畠田光守],,
54,1,43,Katana,Unshō,Orikaeshi 雲生,,
54,1,44,Katana,Unshō,Mumei [雲生],,
54,1,45,Katana,Unji,Mumei [雲次],,
54,1,46,Katana,den Unji,Mumei [伝雲次],,
54,1,47,Naoshi,Unji,Mumei [雲次],,
54,1,48,Tachi,Kanemitsu (1334–1338),備前国長船住兼光 / 建武□年□月日 – 正徳六年本阿弥光忠折紙),Hon’ami Origami (1716,
54,1,49,Katana,Yoshimitsu,Mumei [義光],,
54,1,50,Katana,Tomomitsu,Mumei [倫光],,
54,1,51,Katana,Masamitsu,Mumei [政光],,
54,1,52,Tachi,Motoshige,備州長船住元重,,
54,1,53,Katana,Motoshige,Mumei [元重],,
54,1,54,Katana,Shigezane,[Shusho 備前重真],,
54,1,55,Katana,Shigezane,Mumei [重真],,
54,1,56,Katana,Chōgi (Meitō Hachimonji Chōgi 八文字長義),Mumei [長義],,
54,1,57,Katana,den Chōgi,Mumei [伝長義],,
54,1,58,Katana,den Nagamori,Mumei [伝長船長守],,
54,1,59,Katana,Yoshikage,Mumei [義景],,
54,1,60,Tachi,Yoshii Kiyonori (1451),藤原清則 / 宝徳三年三月日,,
54,1,61,Katana,Munemitsu & Katsumitsu (1508),備前国住長船左京進宗光 / 二郎左衛門尉勝光 / 永正五 年二月吉日,,
54,1,62,Tachi,Tsugutada,次忠,,
54,1,63,Tachi,Noritaka,則高,,
54,1,64,Tachi,den Naotsugu,備中国住左兵 (Fumei) [伝左兵衛尉直次],,
54,1,65,Katana,Aoe,[Shusho Fumei] [青江],,
54,1,66,Naoshi,Aoe,Mumei [青江],,
54,1,67,Katana,Aoe,Mumei [青江] [Kinpun 黒田筑前守殿御所持之 / 胴落 切手中川左平太 (花押)] – 正徳二年本阿弥光忠折紙),Hon’ami Origami (1712,
54,1,68,Katana,Aoe,Mumei [青江],,
54,1,69,Wakizashi,Aoe,Mumei [青江],,
54,1,70,Katana,Ko–Mihara,Mumei [古三原],Katana Box – 刀箱,
54,1,71,Katana,Ko–Mihara,Mumei [古三原],,
54,1,72,Tantō,Hokke Nobukane,一 信兼作 [法華],,
54,1,73,Tachi,den Ko–Hōki Sadatsuna,Mumei [伝古伯耆貞綱],,
54,1,74,Tachi,Ko–Hōki,Mumei [古伯耆],,
54,1,75,Katana,Ko–Hōki,Mumei [古伯耆],,
54,1,76,Katana,den Sairen,Mumei [伝西蓮],,
54,1,77,Tachi,Sa Yoshisada,物部吉貞,,
54,1,78,Katana,Sa Yoshisada,Mumei [左吉貞],,
54,1,79,Katana,den Sa Sadayoshi,Mumei [伝左貞吉],,
54,1,80,Katana,Sa Kunihiro,[Kinpun 左国弘 / 本阿 (花押) (光遜)],,
54,1,81,Katana,Sa Kunihiro,Mumei [左国弘],,
54,1,82,Tachi,Kunisuke,国資,Uchigatana Koshirae – 黒蠟色塗鞘桐紋金具打刀拵,
54,1,83,Katana,Enju,Mumei [延寿],,
54,1,84,Wakizashi,Horikawa Kunihiro,国広,,
54,1,85,Wakizashi,Horikawa Kuniyasu,国安 [堀川],,
54,1,86,Katana,Echizen Yasutsugu,以南蛮鉄於武州江戸越前康継,,
54,1,87,Naginata,Kiyomaro (1850),源清麿 / 嘉永三年八月日 / 為岡田善伯君造之,,
54,1,88,Wakizashi,Hizen Tadahiro (1629),武蔵大掾藤原忠広 / 寛永六年二月吉日 [Kiritsuke 洛陽三条住定 恒],,
54,1,89,Tsuba (花卉波頭文図鐔),Ko–Mino,Mumei [古美濃],,
54,1,90,Menuki (熊谷敦盛図目貫),Gotō Sōjō,Mumei [宗乗] – 延享三年 代貳百貫光孝折紙),Gotō Origami (1746,
54,1,91,Menuki (獅子獏図目貫),Gotō Sōjō,Mumei [宗乗] – 宝暦十年代 百貫光孝折紙),Gotō Origami (1760,
54,1,92,Kozuka (獅子に牡丹図小柄),Gotō Sōjō & Gotō Teijō,Mumei [宗乗] (牡丹は程乗作) – 正保三年代金子二枚参両程乗折紙),Gotō Origami (1646,
54,1,93,Mitokoromono (龍図三所物),Kozuka,Gotō Jōshin & Gotō Keijo – 紋乗真 光守 (花押) Kogai – Gotō Jōshin & Gotō Keijo – – 乗真作 光守 (花押) Menuki – Gotō Jōshin – Mumei [乗真],,
54,1,94,Mitokoromono (鶏図三所物),Kozuka,Gotō Renjō & Gotō Enjō – 紋廉乗 光孝 (花押) Kogai – Gotō Jōshin & Gotō Enjō – 紋乗真 光孝 (花押) Menuki – Gotō Jōshin – Mumei [乗真] – 安永九年代貳百貫光孝折紙),Gotō Origami (1780,
54,1,95,Menuki (韋駄天 速疾鬼図目貫),Gotō Kenjō,Mumei [顕乗] – 安 永五年代金子参枚光孝折紙),Gotō Origami (1776,
54,1,96,Mitokoromono (虎豹図三所物),Kozuka & Kogai,Gotō Renjō & Gotō Hōjō – 紋廉乗 光晃 (花押) Menuki – Gotō Renjō – Mumei [廉乗] – 天保十一年代貳百貫光晃折 紙),Gotō Origami (1840,
54,1,97,Kozuka (岩に波図大小柄),Gotō Renjō,後藤四郎兵衛光侶 (花押),,
54,1,98,Tsuba (菊花形鐔),Yamakichibei,山吉兵へ,,
54,1,99,Tsuba (五弁花 紅葉図鐔),Nobuie,信家,,
54,1,100,Tsuba (日足鑢左右角印透鐔),Ko–Shōami,Mumei [古正阿弥],,
54,1,101,Tsuba (枝菊透鐔),Ko–Hagi,Mumei [古萩],,
54,1,102,Kozuka (柳樹小禽図小柄),Hirata Dōnin,Mumei [平田道仁],,
54,1,103,Kozuka (冠雪連山図小柄),Hirata Dōnin,Mumei [平田道仁],,
54,1,104,Tsuba (六弁花唐草文図鐔),Hikozō,Mumei [彦三],,
54,1,105,Tsuba (老松透鐔),Kanshirō,Mumei [勘四郎],,
54,1,106,Tsuba (四方蕨手桜透枯木象嵌鐔),Kamiyoshi Fukanobu & Rakuju,[Kinzōgan 深信 楽寿],,
54,1,107,Tsuba (巴透鐔),Kamiyoshi Fukanobu,神吉深信,,
54,1,108,Tsuba (竹透図鐔),Denbei,出羽秋田住正阿弥伝兵衛,,
54,1,109,Fuchi & Kashira (竹虎図縁頭),Toshinaga,利寿 (花押),,
54,1,110,Fuchi & Kashira (雲龍図縁頭),Yasuchika,安親,,
54,1,111,Kozuka (牧童蝉取図小柄),Hamano Noriyuki,松寿軒矩隨 (花押),,
54,1,112,Fuchi & Kashira (魚尽図縁頭),Konkan,岩本昆寛 (花押),,
54,1,113,Fuchi & Kashira (蘭図縁頭),Konkan,岩本昆寛 (花押),,
54,1,114,Daishō Kanagu (富獄浜松昇龍図大小揃金具),Daishō Tsuba,Ishiguro Masayoshi – 寿岳斎石黒政美 (花押) Daishō Fuchi & Kashira – Ishiguro Masayoshi – 寿岳斎石黒政美鏨 Daishō Menuki – Ishiguro Masayoshi – (金短冊銘) 石黒 政美 Kozuka & Kogai – Ishiguro Masayoshi – 石黒政美 (花押),,
54,1,115,Fuchi & Kashira (紅葉狩収穫図縁頭),Ishiguro Masayoshi,寿霍斉政美 (花押),,
54,1,116,Fuchi & Kashira (虎図縁頭),Jochiku,如竹 (花押),,
54,1,117,Fuchi & Kashira (猿曳図縁頭),Hisanori,久則 (花押),,
54,1,118,Tsuba (養由基図鐔),Setsuzan,雪山 (花押),,
54,1,119,Tsuba (韃靼人図鐔),Tetsugendo Shoraku,鉄元堂正楽 (金印),,
54,1,120,Daishō Tsuba & Fuchi & Kashira (雷神に雨宿り図大小鐔 & 縁頭),Tetsugendo Shoraku,鉄元堂正楽 (金印 & 敏行),,
54,1,121,Kanagu (三国志図揃金具),Tsuba,Sekijoken Motozane – 縁頭小刀柄同作 / 赤城軒泰山元孚 Kozuka – Sekijoken Motozane – 赤城軒東愚 (金印) 行年六十二才 Fuchi & Kashira – Sekijoken Motozane – 乗意図 赤城軒 (印 & 元孚),,
54,1,122,Futatokoromono (四君図二所),Kozuka & Kogai,Gotō Ichijō – 後藤法橋一乗 (花押),,
54,1,123,Futatokoromono (富士越龍図二所),Kozuka,Gotō Ichijō – 後藤法橋一乗 (花押) Fuchi & Kashira – Gotō Ichijō & Funada Ikkin – 後藤一乗門 / 大泉船田一琴 (花押),,
54,1,124,Fuchi & Kashira (筒井筒図縁頭),Natsuo (1861),辛酉冬日夏雄 (花押),,
54,1,125,Tachi Koshirae (Nanbokuchō),,黒漆皺革包鞘藍革巻柄太刀拵 (南北朝時代),,
54,1,126,Tachi Koshirae,,金梨子地木瓜紋散金蒔絵鞘糸巻太刀拵,,
54,1,127,Tachi Koshirae,,七宝太刀拵,,
54,1,128,Tachi Koshirae,,金梨子地葵紋唐草金銀蒔絵鞘細太刀拵,,
54,1,129,Uchigatana Koshirae,,黒漆塗鞘天正拵,,
54,1,130,Daishō Koshirae,,黒塗研出皮鮫鞘大小肥後拵,,
